the_geom,segmentid,bikeid,prevbikeid,status,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit,instdate,grnwy,gwsystem,spur,gwyjuris,ret_date,gwsys2,tf2facilit,ft2facilit,category
"{'type': MultiLineString, 'coordinates': [[[-73.97185416047942, 40.57973757142374], [-73.97255709401136, 40.57977929886439]]]}",9009166,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00110488656607, 40.57712147105908], [-74.00215998852812, 40.577006252002796]]]}",0018291,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97486698521394, 40.579885173399475], [-73.97614324694585, 40.57974767343321]]]}",0151054,6539.0,NA,Current,3,NEPTUNE AV,W 8 ST,W 6 ST,ON,II,II,L,1,,Conventional Buffered,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97255709401136, 40.57977929886439], [-73.97465985269724, 40.57990134903985]]]}",9009167,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96913250651325, 40.58000848848831], [-73.970410784215, 40.579780715771584]]]}",0133493,7959.0,6028,Current,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96913250651325, 40.58000848848831], [-73.970410784215, 40.579780715771584]]]}",0133493,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99579704432814, 40.57769315130817], [-73.99685610889792, 40.577583897557496]]]}",0158020,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96735988554452, 40.580352597586725], [-73.96761555703323, 40.58030516369459]]]}",0289811,2397.0,NA,Retired,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96735988554452, 40.580352597586725], [-73.96761555703323, 40.58030516369459]]]}",0289811,7958.0,2397,Current,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99949581614766, 40.57731626135408], [-74.00003382509064, 40.577245334467456]]]}",9006565,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00066694563638, 40.57717211991816], [-74.00110488656607, 40.57712147105908]]]}",9009151,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00215998852812, 40.577006252002796], [-74.00322252718739, 40.576887114771544]]]}",0018290,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97465985269724, 40.57990134903985], [-73.97478063798253, 40.57989191651266]]]}",0297437,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99798630467758, 40.57746599027945], [-73.99897586968048, 40.5773401551064]]]}",0157921,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99781077691777, 40.577487113366175], [-73.99790905223377, 40.57747302199329]]]}",0157767,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99897586968048, 40.5773401551064], [-73.99912527140043, 40.577365109866605]]]}",0151953,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97478063798253, 40.57989191651266], [-73.97486698521394, 40.579885173399475]]]}",0297438,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97478063798253, 40.57989191651266], [-73.97486698521394, 40.579885173399475]]]}",0297438,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97478063798253, 40.57989191651266], [-73.97486698521394, 40.579885173399475]]]}",0297438,7960.0,6028,Current,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96761555703323, 40.58030516369459], [-73.96780090818247, 40.58025999507672]]]}",0250305,7958.0,2397,Current,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96761555703323, 40.58030516369459], [-73.96780090818247, 40.58025999507672]]]}",0250305,2397.0,NA,Retired,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96790380994015, 40.580242815756534], [-73.96913250651325, 40.58000848848831]]]}",0151397,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.970410784215, 40.579780715771584], [-73.97051295725748, 40.579768331918594], [-73.9706154095543, 40.57975736907311], [-73.9707181068581, 40.579747832628755], [-73.97082101610407, 40.579739724377625], [-73.970924100684, 40.57973304701137], [-73.9710273287135, 40.57972780412363], [-73.97113066476658, 40.579723995705116], [-73.97123407459732, 40.57972162444847], [-73.97133752396122, 40.579720689444564], [-73.97144097743119, 40.57972119338589], [-73.97154440312582, 40.57972313356306], [-73.97164776443772, 40.57972651086764], [-73.97175102830349, 40.57973132439108], [-73.97185416047942, 40.57973757142374]]]}",0133494,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.970410784215, 40.579780715771584], [-73.97051295725748, 40.579768331918594], [-73.9706154095543, 40.57975736907311], [-73.9707181068581, 40.579747832628755], [-73.97082101610407, 40.579739724377625], [-73.970924100684, 40.57973304701137], [-73.9710273287135, 40.57972780412363], [-73.97113066476658, 40.579723995705116], [-73.97123407459732, 40.57972162444847], [-73.97133752396122, 40.579720689444564], [-73.97144097743119, 40.57972119338589], [-73.97154440312582, 40.57972313356306], [-73.97164776443772, 40.57972651086764], [-73.97175102830349, 40.57973132439108], [-73.97185416047942, 40.57973757142374]]]}",0133494,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99790905223377, 40.57747302199329], [-73.99798630467758, 40.57746599027945]]]}",0133655,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99718091036868, 40.5775503335447], [-73.99781077691777, 40.577487113366175]]]}",0190283,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97614324694585, 40.57974767343321], [-73.97621147481901, 40.57982711380017]]]}",0151710,6539.0,NA,Current,3,NEPTUNE AV,W 8 ST,W 6 ST,ON,II,II,L,1,,Conventional Buffered,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99270309069294, 40.578053620362454], [-73.99369720893641, 40.57793489106184]]]}",0151942,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99262545372113, 40.578109140823294], [-73.99270309069294, 40.578053620362454]]]}",0151941,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96730118650429, 40.58041951324307], [-73.96735988554452, 40.580352597586725]]]}",0289813,2397.0,NA,Retired,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96730118650429, 40.58041951324307], [-73.96735988554452, 40.580352597586725]]]}",0289813,7958.0,2397,Current,3,NEPTUNE AVE,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9994088463704, 40.57732772641361], [-73.99949581614766, 40.57731626135408]]]}",9006564,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99369720893641, 40.57793489106184], [-73.99473863659973, 40.57781614632902]]]}",0158087,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97185416047942, 40.57973757142374], [-73.97255709401136, 40.57977929886439]]]}",9009166,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99695754960447, 40.57757335515052], [-73.99718091036868, 40.5775503335447]]]}",0190282,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97465985269724, 40.57990134903985], [-73.97478063798253, 40.57989191651266]]]}",0297437,7960.0,6028,Current,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.00003382509064, 40.577245334467456], [-74.00066694563638, 40.57717211991816]]]}",9009150,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97465985269724, 40.57990134903985], [-73.97478063798253, 40.57989191651266]]]}",0297437,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99685610889792, 40.577583897557496], [-73.99695754960447, 40.57757335515052]]]}",0151939,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99925100674241, 40.577348533905734], [-73.9994088463704, 40.57732772641361]]]}",9006563,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96780090818247, 40.58025999507672], [-73.96790380994015, 40.580242815756534]]]}",0250306,6028.0,1318,Retired,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,2019-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96780090818247, 40.58025999507672], [-73.96790380994015, 40.580242815756534]]]}",0250306,7959.0,6028,Current,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96780090818247, 40.58025999507672], [-73.96790380994015, 40.580242815756534]]]}",0250306,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99473863659973, 40.57781614632902], [-73.99579704432814, 40.57769315130817]]]}",0157528,7957.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96790380994015, 40.580242815756534], [-73.96913250651325, 40.58000848848831]]]}",0151397,7959.0,6028,Current,3,NEPTUNE AVE,W 6 ST,OCEAN PKWY,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.96790380994015, 40.580242815756534], [-73.96913250651325, 40.58000848848831]]]}",0151397,1318.0,NA,Retired,3,NEPTUNE AV,W 37 ST,BRIGHTON 8 ST,ON,III,III,L,1,,Shared,2005-08-01T00:00:00.000,Greenway,,,DOT,2017-03-09T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99912527140043, 40.577365109866605], [-73.99925100674241, 40.577348533905734]]]}",9006562,1315.0,NA,Current,3,NEPTUNE AV,W 37 ST,W 25 ST,ON,II,II,L,1,,Conventional,2005-08-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99115846093271, 40.69643190955082], [-73.99123105576625, 40.69643126043221]]]}",0299162,1481.0,NA,Current,3,TILLARY ST,CLINTON ST,ADAMS ST,ON,I,I,L,1,,Protected,2005-11-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.99123105576625, 40.69643126043221], [-73.99130784952773, 40.696431241943785]]]}",0299163,1481.0,NA,Current,3,TILLARY ST,CLINTON ST,ADAMS ST,ON,I,I,L,1,,Protected,2005-11-01T00:00:00.000,,,,,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.98167943686083, 40.76839013138657], [-73.98165847963355, 40.76838113022065], [-73.98163813379209, 40.76837135471526], [-73.98161844552327, 40.76836082829117], [-73.98159946456683, 40.76834957527034], [-73.9815812382923, 40.7683376244767], [-73.98156380814692, 40.76832500473342], [-73.98154721913063, 40.76831174666515], [-73.9815315103209, 40.76829788179609], [-73.98151671960959, 40.768283445252436], [-73.98150288488874, 40.768268471259695], [-73.98149003812742, 40.76825299674393], [-73.98147821129442, 40.768237058631385], [-73.98146743398905, 40.76822069654918], [-73.98145773107271, 40.76820395012383]]]}",0034256,217.0,NA,Retired,1,COLUMBUS CIR,8 AV,CENTRAL PARK W,ON,III,III,L,1,,Signed Route,2006-04-01T00:00:00.000,,,,,2019-11-04T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98149121454848, 40.767881198804105], [-73.98150627923923, 40.767864076345546], [-73.98152251869338, 40.76784758712749], [-73.98153988670529, 40.76783177706767], [-73.98155833588561, 40.76781669028263], [-73.98157781292313, 40.7678023708881], [-73.98159826332349, 40.76778885849695], [-73.98161962903974, 40.767776190920564], [-73.98164184965681, 40.767764404169036], [-73.98166486239174, 40.76775353155047], [-73.98168860327759, 40.76774360457181], [-73.98171300361165, 40.76773464933639], [-73.98173799469059, 40.7677266937485], [-73.98176350781334, 40.767719758508406], [-73.9817894683571, 40.76771386341512]]]}",0034243,218.0,NA,Retired,1,COLUMBUS CIR,8 AV,CENTRAL PARK W,ON,III,III,L,1,,Signed Route,2006-04-01T00:00:00.000,,,,,2019-11-04T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98145773107271, 40.76820395012383], [-73.98144838988622, 40.7681812487256], [-73.98144081953113, 40.76815816849978], [-73.9814350436717, 40.76813479049585], [-73.98143108360347, 40.768111194862335], [-73.98142895233036, 40.76808746354734], [-73.98142865811883, 40.768063677597624], [-73.9814302009438, 40.76803991985956], [-73.98143357604303, 40.76801627137757], [-73.98143877154719, 40.76799281499597], [-73.98144576966578, 40.767969630856435], [-73.98145454668617, 40.76794679909967], [-73.98146507178959, 40.76792439896461], [-73.98147730823612, 40.76790250698773], [-73.98149121454848, 40.767881198804105]]]}",0034258,217.0,NA,Retired,1,COLUMBUS CIR,8 AV,CENTRAL PARK W,ON,III,III,L,1,,Signed Route,2006-04-01T00:00:00.000,,,,,2019-11-04T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9817894683571, 40.76771386341512], [-73.98181260575058, 40.76771043434986], [-73.9818359347824, 40.767707867992726], [-73.98185940096859, 40.7677061697379], [-73.98188294864124, 40.76770534407922], [-73.9819065209485, 40.76770539280862], [-73.9819300610393, 40.76770631591719], [-73.98195351561604, 40.76770811159561], [-73.9819768254604, 40.767710773531135], [-73.98199993727536, 40.76771429811349], [-73.98202279539673, 40.76771867542857], [-73.98204534652939, 40.767723894662225], [-73.98206753382478, 40.767729944999694], [-73.98208930754218, 40.76773681112485], [-73.98211061557231, 40.767744475920374]]]}",0034242,216.0,NA,Retired,1,COLUMBUS CIR,8 AV,CENTRAL PARK W,ON,III,III,L,1,,Signed Route,2006-04-01T00:00:00.000,,,,,2019-11-04T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9885019583848, 40.69735794642388], [-73.98855728801007, 40.696345349095026]]]}",0299123,972.0,NA,Retired,3,ADAMS ST,TILLARY ST,SANDS ST,ON,II,II,L,1,,Conventional,2006-06-01T00:00:00.000,,,,,2017-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98838747768163, 40.69942717797066], [-73.98840347730211, 40.69916016421623]]]}",0243044,972.0,NA,Retired,3,ADAMS ST,TILLARY ST,SANDS ST,ON,II,II,L,1,,Conventional,2006-06-01T00:00:00.000,,,,,2017-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98855728801007, 40.696345349095026], [-73.9885618300025, 40.69624954492009]]]}",0299124,972.0,NA,Retired,3,ADAMS ST,TILLARY ST,SANDS ST,ON,II,II,L,1,,Conventional,2006-06-01T00:00:00.000,,,,,2017-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9884631849881, 40.69806751116117], [-73.9885019583848, 40.69735794642388]]]}",0284121,972.0,NA,Retired,3,ADAMS ST,TILLARY ST,SANDS ST,ON,II,II,L,1,,Conventional,2006-06-01T00:00:00.000,,,,,2017-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98833451016922, 40.700009191611784], [-73.98838747768163, 40.69942717797066]]]}",0162755,972.0,NA,Retired,3,ADAMS ST,TILLARY ST,SANDS ST,ON,II,II,L,1,,Conventional,2006-06-01T00:00:00.000,,,,,2017-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98840347730211, 40.69916016421623], [-73.9884631849881, 40.69806751116117]]]}",0243091,972.0,NA,Retired,3,ADAMS ST,TILLARY ST,SANDS ST,ON,II,II,L,1,,Conventional,2006-06-01T00:00:00.000,,,,,2017-07-01T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88143643762368, 40.83521071907288], [-73.88131958472614, 40.83517101673898]]]}",0296648,729.0,NA,Current,2,E 174 ST BR,HOE AV,METCALF AV,ON,II,II,L,1,,Curbside,2006-09-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.8822184407592, 40.83547808658516], [-73.88205182850089, 40.835415005952896]]]}",0140300,726.0,NA,Current,2,E 174 ST,BOONE AV,W FARMS RD,ON,II,II,L,1,,Curbside,2006-09-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.87972155015811, 40.83461823949251], [-73.87938428241823, 40.834503280379415]]]}",0347556,6513.0,NA,Current,2,E 174 ST,STARLIGHT PARK,BRONX RIVER AV,ON,II,II,L,1,,Curbside,2006-09-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88112923710035, 40.83510443623339], [-73.88030730248416, 40.834819494444844]]]}",0347630,729.0,NA,Current,2,E 174 ST BR,HOE AV,METCALF AV,ON,II,II,L,1,,Curbside,2006-09-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.88248612721107, 40.83558130329833], [-73.8822184407592, 40.83547808658516]]]}",0347580,726.0,NA,Current,2,E 174 ST,BOONE AV,W FARMS RD,ON,II,II,L,1,,Curbside,2006-09-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98058355368457, 40.78320862208681], [-73.98166160751961, 40.783660570382715]]]}",0164913,591.0,NA,Current,1,W 78 ST,RIVERSIDE DR,COLUMBUS AV,ON,II,II,L,1,,Conventional,2006-09-01T00:00:00.000,,,,,,,,,other
